Organism	Element ID	Element Description	Promoter	Transgenesis	Stage	Expression	Tissues	Genome Assembly	Element Coordinates
Human	hs222.0	reference	Hsp68	random	e11.5	positive	Heart	hg38	chr7:114655058-114656318
Human	hs223.0	reference	Hsp68	random	e11.5	negative		hg38	chr8:64584011-64585029
Human	hs224.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:100612461-100614449
Human	hs225.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:100615131-100615721
Human	hs228.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:100687328-100689228
Human	hs228.0	reference	Hsp68	random	e14.5	negative		hg38	chr10:100687328-100689228
Human	hs229.0	reference	Hsp68	random	e11.5	positive	Heart	hg38	chr10:100786835-100788338
Human	hs230.0	reference	Hsp68	random	e11.5	positive	Neural tube	hg38	chr5:158913958-158915603
Human	hs231.0	reference	Hsp68	random	e11.5	negative		hg38	chr8:25917646-25919153
Human	hs232.0	reference	Hsp68	random	e11.5	positive	Hindbrain	hg38	chr10:129892826-129894584
Human	hs232.0	reference	Hsp68	random	e12.5	positive	Hindbrain, Midbrain	hg38	chr10:129892826-129894584
Human	hs233.0	reference	Hsp68	random	e11.5	negative		hg38	chr12:24138082-24139790
Human	hs234.0	reference	Hsp68	random	e11.5	positive	Eye, Midbrain	hg38	chr11:31663809-31665336
Human	hs234.0	reference	Shh	targeted (H11)	e11.5	positive	Eye	hg38	chr11:31663809-31665336
Human	hs235.0	reference	Hsp68	random	e11.5	negative		hg38	chr11:15602428-15603577
Human	hs236.0	reference	Hsp68	random	e11.5	positive	Melanocytes	hg38	chr11:16294663-16296016
Human	hs238.0	reference	Hsp68	random	e11.5	positive	Neural tube	hg38	chr1:38094524-38095934
Human	hs239.0	reference	Hsp68	random	e11.5	negative		hg38	chr7:20789775-20790788
Human	hs240.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr9:81112210-81113463
Human	hs241.0	reference	Hsp68	random	e11.5	positive	Cranial nerve	hg38	chr1:10905072-10906087
Human	hs242.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain, Neural tube	hg38	chr2:173249647-173251205
Human	hs243.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr2:174120816-174122736
Human	hs243.0	reference	Shh	targeted (H11)	e11.5	positive	Limb, Tail	hg38	chr2:174120816-174122736
Human	hs243.1	5% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr2:174120816-174122736
Human	hs243.2	no ultraconserved core (donut)	Shh	targeted (H11)	e11.5	allelic		hg38	chr2:174120816-174122736
Human	hs244.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain, Neural tube, Other	hg38	chr2:174124013-174125635
Human	hs244.1	reference 2	Shh	targeted (H11)	e11.5	positive	Forebrain, Midbrain, Neural tube, Other	hg38	chr2:174124013-174125635
Human	hs245.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:174342586-174343514
Human	hs246.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Neural tube	hg38	chr2:176075342-176076682
Human	hs246.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain, Neural tube	hg38	chr2:176075342-176076682
Human	hs246.0	reference	Shh	targeted (H11)	e14.5	positive	Forebrain, Hindbrain, Neural tube	hg38	chr2:176075342-176076682
Human	hs246.1	donut	Shh	targeted (H11)	e11.5	negative		hg38	chr2:176075342-176076682
Human	hs246.2	5% mutagenesis (lowest conservation)	Shh	targeted (H11)	e11.5	allelic		hg38	chr2:176075342-176076682
Human	hs246.3	5% mutagenesis 1	Shh	targeted (H11)	e11.5	allelic		hg38	chr2:176075342-176076682
Human	hs246.3	5% mutagenesis 1	Shh	targeted (H11)	e14.5	allelic		hg38	chr2:176075342-176076682
Human	hs246.4	5% mutagenesis 2	Shh	targeted (H11)	e11.5	allelic		hg38	chr2:176075342-176076682
Human	hs246.5	20% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr2:176075342-176076682
Human	hs247.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:50540422-50541642
Human	hs248.0	reference	Hsp68	random	e11.5	positive	Nose	hg38	chr2:176638429-176638943
Human	hs249.0	reference	Hsp68	random	e11.5	positive	Neural tube	hg38	chr2:236162720-236163204
Human	hs250.0	reference	Hsp68	random	e11.5	positive	Heart	hg38	chr3:18127874-18128745
Human	hs251.0	reference	Hsp68	random	e11.5	negative		hg38	chr3:18802880-18803900
Human	hs252.0	reference	Hsp68	random	e11.5	negative		hg38	chr3:18992361-18993077
Human	hs253.0	reference	Hsp68	random	e11.5	positive	Somite	hg38	chr3:114714341-114716568
Human	hs254.0	reference	Hsp68	random	e11.5	negative		hg38	chr3:114855902-114857164
Human	hs255.0	reference	Hsp68	random	e11.5	negative		hg38	chr3:114892863-114893644
Human	hs256.0	reference	Hsp68	random	e11.5	negative		hg38	chr3:158271826-158272677
Human	hs257.0	reference	Hsp68	random	e11.5	negative		hg38	chr3:158307961-158309595
Human	hs258.0	reference	Hsp68	random	e11.5	positive	Eye, Limb	hg38	chr3:180718643-180720170
Human	hs259.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr4:13007696-13008703
Human	hs260.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain, Neural tube	hg38	chr4:104424418-104425738
Human	hs260.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Midbrain, Neural tube	hg38	chr4:104424418-104425738
Human	hs260.0	reference	Shh	targeted (H11)	e14.5	positive	Hindbrain, Midbrain, Neural tube	hg38	chr4:104424418-104425738
Human	hs260.1	5% mutagenesis 1	Shh	targeted (H11)	e11.5	allelic		hg38	chr4:104424418-104425738
Human	hs260.1	5% mutagenesis 1	Shh	targeted (H11)	e14.5	allelic		hg38	chr4:104424418-104425738
Human	hs260.2	5% mutagenesis 2	Shh	targeted (H11)	e11.5	allelic		hg38	chr4:104424418-104425738
Human	hs260.3	20% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr4:104424418-104425738
Human	hs260.4	no ultraconserved core (donut)	Shh	targeted (H11)	e11.5	allelic		hg38	chr4:104424418-104425738
Human	hs261.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain, Other	hg38	chr5:3511864-3513285
Human	hs261.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Midbrain, Other	hg38	chr5:3511864-3513285
Human	hs261.1	5% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr5:3511864-3513285
Human	hs262.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr5:77645011-77645571
Human	hs263.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:77843901-77844918
Human	hs264.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:77851759-77852775
Human	hs265.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:77971562-77973382
Human	hs266.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr5:87872597-87873616
Human	hs266.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain	hg38	chr5:87872597-87873616
Human	hs266.0	reference	Shh	targeted (H11)	e14.5	positive	Forebrain	hg38	chr5:87872597-87873616
Human	hs266.1	5% mutagenesis 2	Shh	targeted (H11)	e11.5	allelic		hg38	chr5:87872597-87873616
Human	hs266.2	5% mutagenesis 1	Shh	targeted (H11)	e11.5	allelic		hg38	chr5:87872597-87873616
Human	hs266.2	5% mutagenesis 1	Shh	targeted (H11)	e14.5	allelic		hg38	chr5:87872597-87873616
Human	hs266.3	20% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr5:87872597-87873616
Human	hs267.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr5:87944125-87945828
Human	hs267.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr5:87944125-87945828
Human	hs267.1	2% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr5:87944125-87945828
Human	hs267.2	5% mutagenesis 1	Shh	targeted (H11)	e11.5	allelic		hg38	chr5:87944125-87945828
Human	hs267.3	5% mutagenesis 2	Shh	targeted (H11)	e11.5	allelic		hg38	chr5:87944125-87945828
Human	hs267.4	20% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr5:87944125-87945828
Human	hs267.5	no ultraconserved core (donut)	Shh	targeted (H11)	e11.5	allelic		hg38	chr5:87944125-87945828
Human	hs268.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr5:88396341-88397448
Human	hs268.0	reference	Shh	targeted (H11)	e11.5	positive	Cranial nerve, Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr5:88396341-88397448
Human	hs268.1	MPRA synthetic variant 1	Shh	targeted (H11)	e11.5	allelic		hg38	chr5:88396341-88397448
Human	hs268.2	MPRA synthetic variant 2	Shh	targeted (H11)	e11.5	allelic		hg38	chr5:88396341-88397448
Human	hs269.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain	hg38	chr5:91632799-91633409
Human	hs270.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:38336220-38336958
Human	hs271.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain	hg38	chr5:93891279-93892616
Human	hs271.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Midbrain	hg38	chr5:93891279-93892616
Human	hs271.0	reference	Shh	targeted (H11)	e14.5	positive	Forebrain	hg38	chr5:93891279-93892616
Human	hs271.1	5% mutagenesis 2	Shh	targeted (H11)	e11.5	allelic		hg38	chr5:93891279-93892616
Human	hs271.2	5% mutagenesis 1	Shh	targeted (H11)	e11.5	allelic		hg38	chr5:93891279-93892616
Human	hs271.2	5% mutagenesis 1	Shh	targeted (H11)	e14.5	allelic		hg38	chr5:93891279-93892616
Human	hs271.3	20% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr5:93891279-93892616
Human	hs272.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:94239705-94240924
Human	hs273.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:94314179-94315727
Human	hs274.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:167905345-167906646
Human	hs275.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:170990337-170991455
Human	hs277.0	reference	Hsp68	random	e11.5	positive	Midbrain	hg38	chr1:44249752-44250457
Human	hs278.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Melanocytes	hg38	chr5:171200987-171203014
Human	hs279.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:10393645-10394839
Human	hs280.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Limb, Tail	hg38	chr1:44524152-44525477
Human	hs280.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Limb, Tail	hg38	chr1:44524152-44525477
Human	hs280.1	5% mutagenesis	Hsp68	random	e11.5	allelic		hg38	chr1:44524152-44525477
Human	hs280.1	5% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr1:44524152-44525477
Human	hs280.2	20% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr1:44524152-44525477
Human	hs280.3	no ultraconserved core (donut)	Shh	targeted (H11)	e11.5	allelic		hg38	chr1:44524152-44525477
Human	hs280.4	50% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr1:44524152-44525477
Human	hs281.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain	hg38	chr6:41555488-41555939
Human	hs282.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Heart, Hindbrain, Midbrain	hg38	chr6:97668209-97669067
Human	hs282.0	reference	Shh	targeted (H11)	e11.5	positive	Cranial nerve, Hindbrain, Heart, Midbrain	hg38	chr6:97668209-97669067
Human	hs282.1	2% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr6:97668209-97669067
Human	hs282.2	5% mutagenesis 1	Shh	targeted (H11)	e11.5	allelic		hg38	chr6:97668209-97669067
Human	hs282.3	5% mutagenesis 2	Shh	targeted (H11)	e11.5	allelic		hg38	chr6:97668209-97669067
Human	hs283.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:97914525-97915928
Human	hs284.0	reference	Hsp68	random	e11.5	positive	Neural tube	hg38	chr6:98271887-98272634
Human	hs285.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:100655161-100655821
Human	hs286.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:100659361-100659974
Human	hs288.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:98365735-98367064
Human	hs289.0	reference	Hsp68	random	e11.5	positive	Neural tube	hg38	chr1:10672013-10673061
Human	hs290.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:98547607-98548574
Human	hs292.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:100525935-100526717
Human	hs293.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Forebrain, Midbrain	hg38	chr7:1225518-1226682
Human	hs293.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Midbrain	hg38	chr7:1225518-1226682
Human	hs293.0	reference	Shh	targeted (H11)	e14.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr7:1225518-1226682
Human	hs293.1	5% mutagenesis (lowest conservation)	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:1225518-1226682
Human	hs293.2	5% mutagenesis 1	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:1225518-1226682
Human	hs293.2	5% mutagenesis 1	Shh	targeted (H11)	e14.5	allelic		hg38	chr7:1225518-1226682
Human	hs293.3	5% mutagenesis 2	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:1225518-1226682
Human	hs293.4	20% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:1225518-1226682
Human	hs293.5	no ultraconserved core (donut)	Shh	targeted (H11)	e11.5	allelic		hg38	chr7:1225518-1226682
Human	hs294.0	reference	Hsp68	random	e11.5	positive	Neural tube	hg38	chr7:21771752-21772384
Human	hs295.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:48647085-48647691
Human	hs296.0	reference	Hsp68	random	e11.5	positive	Hindbrain	hg38	chr7:26689078-26690183
Human	hs297.0	reference	Hsp68	random	e11.5	positive	Melanocytes	hg38	chr7:31362300-31363402
Human	hs298.0	reference	Hsp68	random	e11.5	positive	Midbrain	hg38	chr7:97004270-97004991
Human	hs299.0	reference	Hsp68	random	e11.5	negative		hg38	chr7:115475373-115477271
Human	hs300.0	reference	Hsp68	random	e11.5	negative		hg38	chr7:115493775-115495374
Human	hs301.0	reference	Hsp68	random	e11.5	negative		hg38	chr7:115942067-115942568
Human	hs302.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr8:37392076-37393664
Human	hs303.0	reference	Hsp68	random	e11.5	negative		hg38	chr8:65236692-65237601
Human	hs304.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain	hg38	chr9:8095553-8096166
Human	hs305.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr9:13939548-13940364
Human	hs306.0	reference	Hsp68	random	e11.5	negative		hg38	chr9:15874186-15874507
Human	hs307.0	reference	Hsp68	random	e11.5	positive	Hindbrain	hg38	chr9:16710538-16711186
Human	hs308.0	reference	Hsp68	random	e11.5	negative		hg38	chr9:17331973-17332582
Human	hs309.0	reference	Hsp68	random	e11.5	positive	Cranial nerve	hg38	chr9:23496287-23497396
Human	hs310.0	reference	Hsp68	random	e11.5	negative		hg38	chr9:37215019-37215778
Human	hs311.0	reference	Hsp68	random	e11.5	positive	Neural tube	hg38	chr1:62903678-62905223
Human	hs312.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Limb, Midbrain	hg38	chr9:78856831-78858198
Human	hs312.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain, Midbrain	hg38	chr9:78856831-78858198
Human	hs312.1	2% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr9:78856831-78858198
Human	hs312.2	5% mutagenesis 1	Shh	targeted (H11)	e11.5	allelic		hg38	chr9:78856831-78858198
Human	hs312.3	5% mutagenesis 2	Shh	targeted (H11)	e11.5	allelic		hg38	chr9:78856831-78858198
Human	hs312.4	20% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr9:78856831-78858198
Human	hs312.5	no ultraconserved core (donut)	Shh	targeted (H11)	e11.5	allelic		hg38	chr9:78856831-78858198
Human	hs313.0	reference	Hsp68	random	e11.5	positive	Forebrain, Limb	hg38	chr9:79255707-79257309
Human	hs314.0	reference	Hsp68	random	e11.5	positive	Midbrain	hg38	chr9:123775439-123777650
Human	hs314.0	reference	Shh	targeted (H11)	e11.5	positive	Midbrain	hg38	chr9:123775439-123777650
Human	hs314.1	5% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr9:123775439-123777650
Human	hs314.2	20% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr9:123775439-123777650
Human	hs314.3	40% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr9:123775439-123777650
Human	hs314.4	30% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr9:123775439-123777650
Human	hs314.6	no ultraconserved core (donut)	Shh	targeted (H11)	e11.5	allelic		hg38	chr9:123775439-123777650
Human	hs316.0	reference	Hsp68	random	e11.5	negative		hg38	chr9:125821677-125822201
Human	hs317.0	reference	Hsp68	random	e11.5	negative		hg38	chr9:125909586-125910723
Human	hs318.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:49395759-49397208
Human	hs319.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:75378488-75379926
Human	hs320.0	reference	Hsp68	random	e11.5	positive	Eye, Hindbrain, Neural tube, Other	hg38	chr10:75967103-75967860
Human	hs320.0	reference	Shh	targeted (H11)	e11.5	positive	Eye, Hindbrain, Neural tube, Other	hg38	chr10:75967103-75967860
Human	hs320.1	2% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr10:75967103-75967860
Human	hs320.2	5% mutagenesis 1	Shh	targeted (H11)	e11.5	allelic		hg38	chr10:75967103-75967860
Human	hs320.3	5% mutagenesis 2	Shh	targeted (H11)	e11.5	allelic		hg38	chr10:75967103-75967860
Human	hs320.4	20% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr10:75967103-75967860
Human	hs320.5	no ultraconserved core (donut)	Shh	targeted (H11)	e11.5	allelic		hg38	chr10:75967103-75967860
Human	hs321.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:76230238-76231711
Human	hs322.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr1:87356110-87357227
Human	hs323.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:87562975-87563695
Human	hs324.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:101219065-101219843
Human	hs326.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr10:101506892-101508215
Human	hs327.0	reference	Hsp68	random	e11.5	positive	Hindbrain	hg38	chr1:88461113-88462825
Human	hs327.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain, Neural tube	hg38	chr1:88461113-88462825
Human	hs327.0	reference	Shh	targeted (H11)	e14.5	positive	Hindbrain, Neural tube	hg38	chr1:88461113-88462825
Human	hs327.1	5% mutagenesis 1	Shh	targeted (H11)	e11.5	allelic		hg38	chr1:88461113-88462825
Human	hs327.1	5% mutagenesis 1	Shh	targeted (H11)	e14.5	allelic		hg38	chr1:88461113-88462825
Human	hs327.2	5% mutagenesis 2	Shh	targeted (H11)	e11.5	allelic		hg38	chr1:88461113-88462825
Human	hs327.3	20% mutagenesis	Shh	targeted (H11)	e11.5	allelic		hg38	chr1:88461113-88462825
Human	hs328.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:112643926-112644807
Human	hs329.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr10:123092297-123093555
Human	hs330.0	reference	Hsp68	random	e11.5	positive	Hindbrain	hg38	chr10:125216753-125217434
Human	hs331.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:129647523-129649421
Human	hs333.0	reference	Hsp68	random	e11.5	negative		hg38	chr11:8296158-8296683
Human	hs334.0	reference	Hsp68	random	e11.5	negative		hg38	chr11:116361839-116362548
Human	hs335.0	reference	Hsp68	random	e11.5	positive	Limb, Neural tube	hg38	chr11:131998055-131998483
Human	hs336.0	reference	Hsp68	random	e11.5	positive	Neural tube	hg38	chr12:16562381-16563426
Human	hs337.0	reference	Hsp68	random	e11.5	negative		hg38	chr12:41355225-41355925
Human	hs338.0	reference	Hsp68	random	e11.5	negative		hg38	chr12:53696852-53697557
Human	hs339.0	reference	Hsp68	random	e11.5	negative		hg38	chr13:71489244-71489684
Human	hs340.0	reference	Hsp68	random	e11.5	negative		hg38	chr13:71681958-71682706
Human	hs341.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain, Neural tube	hg38	chr13:94966210-94967565
Human	hs342.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr14:29391323-29393142
Human	hs343.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:30242819-30244130
Human	hs344.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr14:30273173-30274191
Human	hs345.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:33599093-33599863
Human	hs346.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:33653122-33653826
Human	hs347.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:33732900-33733923
Human	hs348.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr14:35550818-35551792
Human	hs349.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:35573755-35574460
Human	hs350.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:36112479-36114628
Human	hs351.0	reference	Hsp68	random	e11.5	negative		hg38	chr11:61544305-61547279
Human	hs352.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:97296207-97297407
Human	hs353.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:97412851-97413734
Human	hs354.0	reference	Hsp68	random	e11.5	negative		hg38	chr15:35626518-35627420
Human	hs354.0	reference	Hsp68	random	e14.5	negative		hg38	chr15:35626518-35627420
Human	hs355.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Neural tube	hg38	chr15:36526820-36528494
Human	hs356.0	reference	Hsp68	random	e11.5	negative		hg38	chr15:37229623-37230750
